,137,232,school_pri
11098,75.0,11.0,4700.0
11099,67.0,15.0,4790.0
11100,78.0,16.0,5200.0
11101,72.0,21.0,5284.0
11102,85.0,19.0,5086.0
11103,109.0,14.0,5978.0
11104,116.0,12.0,6548.0
11105,133.0,11.0,5868.0
11106,126.0,18.0,5190.0
11107,68.0,9.0,4644.0
11108,91.0,16.0,4884.0
11109,87.0,22.0,4658.0
11110,82.0,22.0,3448.0
11111,73.0,24.0,3080.0
11112,90.0,19.0,2266.0
11113,36.0,14.0,1390.0
11114,13.0,10.0,808.0
11115,12.0,1.0,426.0
11116,21.0,2.0,618.0
11117,53.0,1.0,1102.0
11118,38.0,0.0,1752.0
11119,43.0,2.0,2880.0
11120,65.0,12.0,4114.0
11121,82.0,14.0,4490.0
11122,78.0,15.0,5100.0
11123,95.0,21.0,5322.0
11124,80.0,21.0,5176.0
11125,77.0,21.0,4856.0
11126,59.0,24.0,4864.0
11127,83.0,22.0,5890.0
11128,87.0,22.0,5974.0
11129,103.0,31.0,4880.0
11130,99.0,25.0,5376.0
11131,101.0,13.0,4956.0
11132,101.0,17.0,4852.0
11133,77.0,27.0,4536.0
11134,77.0,31.0,3676.0
11135,85.0,35.0,3110.0
11136,72.0,24.0,2262.0
11137,28.0,17.0,1500.0
11138,29.0,9.0,838.0
11139,13.0,1.0,414.0
11140,19.0,2.0,674.0
11141,29.0,0.0,1152.0
11142,35.0,1.0,1496.0
11143,38.0,3.0,2798.0
11144,41.0,9.0,3780.0
11145,64.0,11.0,4486.0
11146,64.0,12.0,5100.0
11147,57.0,17.0,5120.0
11148,70.0,19.0,5304.0
11149,58.0,22.0,4894.0
11150,71.0,19.0,4516.0
11151,59.0,21.0,4718.0
11152,62.0,9.0,4482.0
11153,60.0,9.0,3684.0
11154,56.0,6.0,3226.0
11155,45.0,7.0,3204.0
11156,34.0,5.0,2138.0
11157,23.0,1.0,1360.0
11158,16.0,2.0,728.0
11159,11.0,1.0,366.0
11160,5.0,1.0,202.0
11161,6.0,1.0,168.0
11162,4.0,1.0,266.0
11163,2.0,1.0,506.0
11164,20.0,4.0,1416.0
11165,63.0,4.0,3006.0
11166,65.0,6.0,3774.0
11167,63.0,3.0,3738.0
11168,51.0,0.0,3550.0
11169,58.0,5.0,3760.0
11170,85.0,8.0,4288.0
11171,76.0,9.0,4326.0
11172,87.0,9.0,4534.0
11173,110.0,6.0,4788.0
11174,70.0,6.0,4724.0
11175,97.0,6.0,5348.0
11176,78.0,9.0,5526.0
11177,68.0,6.0,4412.0
11178,47.0,3.0,3848.0
11179,57.0,2.0,3526.0
11180,45.0,1.0,2622.0
11181,20.0,1.0,1690.0
11182,18.0,5.0,868.0
11183,6.0,1.0,394.0
11184,6.0,2.0,206.0
11185,5.0,0.0,134.0
11186,7.0,1.0,208.0
11187,6.0,0.0,448.0
11188,28.0,1.0,1612.0
11189,53.0,2.0,3282.0
11190,74.0,10.0,4336.0
11191,91.0,1.0,4138.0
11192,83.0,5.0,4490.0
11193,66.0,4.0,4458.0
11194,78.0,8.0,4806.0
11195,72.0,9.0,4788.0
11196,90.0,12.0,5324.0
11197,75.0,14.0,5948.0
11198,52.0,23.0,5420.0
11199,49.0,11.0,5462.0
11200,56.0,23.0,5184.0
11201,54.0,10.0,4682.0
11202,98.0,14.0,5072.0
11203,72.0,13.0,4754.0
11204,69.0,13.0,4198.0
11205,34.0,10.0,3054.0
11206,26.0,5.0,1420.0
11207,14.0,3.0,758.0
11208,14.0,0.0,338.0
11209,4.0,0.0,184.0
11210,5.0,3.0,228.0
11211,7.0,1.0,514.0
11212,25.0,0.0,1606.0
11213,65.0,8.0,3422.0
11214,83.0,6.0,4052.0
11215,63.0,3.0,4028.0
11216,80.0,6.0,4144.0
11217,70.0,4.0,4514.0
11218,70.0,3.0,4860.0
11219,86.0,5.0,4882.0
11220,83.0,7.0,5168.0
11221,84.0,14.0,5432.0
11222,83.0,8.0,5344.0
11223,97.0,6.0,5996.0
11224,108.0,11.0,6122.0
11225,108.0,3.0,5234.0
11226,92.0,9.0,4994.0
11227,84.0,9.0,4868.0
11228,56.0,12.0,4036.0
11229,46.0,7.0,3376.0
11230,31.0,7.0,1620.0
11231,22.0,1.0,924.0
11232,14.0,2.0,470.0
11233,2.0,0.0,272.0
11234,14.0,0.0,316.0
11235,12.0,3.0,588.0
11236,29.0,3.0,1494.0
11237,53.0,3.0,3224.0
11238,68.0,7.0,3938.0
11239,70.0,3.0,4004.0
11240,72.0,3.0,4234.0
11241,71.0,6.0,4608.0
11242,96.0,8.0,4962.0
11243,75.0,7.0,5378.0
11244,91.0,11.0,5804.0
11245,75.0,10.0,5684.0
11246,72.0,9.0,5428.0
11247,97.0,4.0,6414.0
11248,103.0,9.0,6442.0
11249,110.0,11.0,5356.0
11250,114.0,10.0,4808.0
11251,86.0,9.0,4720.0
11252,77.0,14.0,4384.0
11253,53.0,19.0,3658.0
11254,55.0,27.0,2552.0
11255,30.0,3.0,1706.0
11256,24.0,4.0,934.0
11257,9.0,1.0,516.0
11258,8.0,4.0,462.0
11259,14.0,2.0,574.0
11260,24.0,0.0,1006.0
11261,53.0,1.0,1566.0
11262,64.0,2.0,2500.0
11263,55.0,3.0,3436.0
11264,66.0,3.0,3948.0
11265,86.0,6.0,4424.0
11266,78.0,9.0,4778.0
11267,65.0,11.0,4398.0
11268,98.0,14.0,4882.0
11269,93.0,14.0,5160.0
11270,74.0,16.0,5022.0
11271,104.0,10.0,5828.0
11272,125.0,10.0,6050.0
11273,123.0,11.0,5254.0
11274,87.0,15.0,4636.0
11275,74.0,10.0,4622.0
11276,62.0,12.0,4904.0
11277,77.0,12.0,4474.0
11278,67.0,30.0,3470.0
11279,42.0,28.0,2602.0
11280,40.0,13.0,2110.0
11281,23.0,10.0,1138.0
11282,21.0,19.0,734.0
11283,14.0,2.0,386.0
11284,17.0,2.0,596.0
11285,32.0,0.0,826.0
11286,22.0,2.0,1416.0
11287,35.0,1.0,2482.0
11288,48.0,3.0,3132.0
11289,54.0,3.0,3962.0
11290,50.0,13.0,4490.0
11291,69.0,9.0,4792.0
11292,59.0,13.0,4576.0
11293,74.0,12.0,4832.0
11294,58.0,12.0,4930.0
11295,60.0,7.0,5200.0
11296,77.0,12.0,5142.0
11297,66.0,12.0,4672.0
11298,95.0,20.0,4936.0
11299,73.0,22.0,5040.0
11300,79.0,16.0,4812.0
11301,53.0,20.0,4050.0
11302,56.0,20.0,2956.0
11303,33.0,25.0,2362.0
11304,28.0,15.0,1874.0
11305,18.0,10.0,1078.0
11306,18.0,2.0,656.0
11307,11.0,1.0,346.0
11308,12.0,0.0,564.0
11309,33.0,1.0,856.0
11310,27.0,3.0,1316.0
11311,43.0,4.0,2422.0
11312,46.0,4.0,3354.0
11313,52.0,0.0,3754.0
11314,56.0,4.0,4542.0
11315,59.0,7.0,4606.0
11316,46.0,13.0,4226.0
11317,44.0,11.0,4050.0
11318,61.0,4.0,4116.0
11319,46.0,10.0,3902.0
11320,51.0,10.0,3848.0
11321,55.0,3.0,3232.0
11322,56.0,2.0,3348.0
11323,52.0,6.0,3030.0
11324,39.0,10.0,2226.0
11325,22.0,4.0,1300.0
11326,21.0,3.0,778.0
11327,9.0,3.0,386.0
11328,9.0,2.0,222.0
11329,6.0,0.0,148.0
11330,5.0,2.0,220.0
11331,13.0,1.0,478.0
11332,21.0,0.0,1266.0
11333,53.0,1.0,2408.0
11334,60.0,6.0,3104.0
11335,56.0,2.0,3506.0
11336,58.0,2.0,3612.0
11337,73.0,4.0,3750.0
11338,80.0,4.0,4124.0
11339,82.0,4.0,4498.0
11340,81.0,7.0,4600.0
11341,82.0,6.0,5032.0
11342,98.0,12.0,4786.0
11343,99.0,6.0,5154.0
11344,114.0,6.0,5196.0
11345,111.0,4.0,4364.0
11346,76.0,2.0,3634.0
11347,50.0,3.0,2938.0
11348,41.0,2.0,2560.0
11349,34.0,4.0,1460.0
11350,26.0,2.0,714.0
11351,6.0,1.0,256.0
11352,6.0,2.0,146.0
11353,0.0,2.0,90.0
11354,3.0,1.0,166.0
11355,5.0,0.0,490.0
11356,19.0,1.0,1582.0
11357,59.0,2.0,2922.0
11358,70.0,7.0,3880.0
11359,62.0,7.0,3982.0
11360,75.0,4.0,4108.0
11361,83.0,4.0,4422.0
11362,76.0,5.0,4852.0
11363,71.0,5.0,4682.0
11364,83.0,6.0,4712.0
11365,101.0,2.0,5258.0
11366,98.0,8.0,5076.0
11367,105.0,3.0,5622.0
11368,90.0,7.0,6024.0
11369,94.0,2.0,4934.0
11370,59.0,9.0,4472.0
11371,60.0,13.0,4444.0
11372,57.0,10.0,4160.0
11373,38.0,2.0,2404.0
11374,23.0,7.0,1316.0
11375,12.0,4.0,658.0
11376,12.0,1.0,336.0
11377,1.0,2.0,190.0
11378,3.0,0.0,224.0
11379,8.0,1.0,448.0
11380,24.0,4.0,1480.0
11381,55.0,2.0,3004.0
11382,49.0,0.0,3970.0
11383,59.0,4.0,3860.0
11384,75.0,4.0,4092.0
11385,80.0,6.0,4260.0
11386,69.0,5.0,4770.0
11387,68.0,5.0,4670.0
11388,85.0,5.0,4882.0
11389,79.0,2.0,4984.0
11390,96.0,5.0,4736.0
11391,118.0,4.0,5884.0
11392,92.0,6.0,5836.0
11393,94.0,3.0,5314.0
11394,89.0,4.0,4844.0
11395,72.0,3.0,4788.0
11396,69.0,11.0,4294.0
11397,33.0,15.0,2954.0
11398,40.0,6.0,2136.0
11399,13.0,4.0,926.0
11400,23.0,2.0,524.0
11401,4.0,0.0,276.0
11402,13.0,1.0,324.0
11403,11.0,2.0,588.0
11404,29.0,1.0,1562.0
11405,52.0,2.0,2984.0
11406,69.0,2.0,3836.0
11407,67.0,2.0,4002.0
11408,74.0,3.0,4226.0
11409,78.0,4.0,4422.0
11410,88.0,6.0,4740.0
11411,79.0,6.0,4876.0
11412,93.0,3.0,5236.0
11413,87.0,2.0,5558.0
11414,88.0,3.0,5548.0
11415,97.0,7.0,6304.0
11416,124.0,12.0,6374.0
11417,117.0,5.0,5022.0
11418,86.0,3.0,4618.0
11419,73.0,5.0,4684.0
11420,61.0,4.0,4436.0
11421,57.0,5.0,3456.0
11422,61.0,7.0,2408.0
11423,24.0,5.0,1574.0
11424,17.0,7.0,888.0
11425,10.0,1.0,486.0
11426,8.0,3.0,430.0
11427,8.0,3.0,536.0
11428,26.0,2.0,1314.0
11429,46.0,2.0,2498.0
11430,65.0,2.0,3450.0
11431,58.0,6.0,3582.0
11432,69.0,2.0,3798.0
11433,71.0,4.0,4136.0
11434,69.0,8.0,4522.0
11435,91.0,9.0,4334.0
11436,80.0,12.0,5056.0
11437,86.0,6.0,5350.0
11438,92.0,4.0,5348.0
11439,103.0,6.0,5980.0
11440,132.0,1.0,6128.0
11441,131.0,17.0,5452.0
11442,102.0,10.0,4898.0
11443,78.0,10.0,4864.0
11444,91.0,9.0,5218.0
11445,108.0,18.0,4836.0
11446,93.0,38.0,3882.0
11447,107.0,31.0,3364.0
11448,62.0,21.0,2226.0
11449,30.0,11.0,1422.0
11450,18.0,5.0,802.0
11451,12.0,5.0,456.0
11452,29.0,4.0,708.0
11453,33.0,0.0,1190.0
11454,44.0,3.0,1940.0
11455,38.0,2.0,3336.0
11456,70.0,5.0,3868.0
11457,71.0,5.0,4540.0
11458,89.0,6.0,4890.0
11459,88.0,6.0,4692.0
11460,116.0,12.0,4556.0
11461,67.0,8.0,4712.0
11462,82.0,7.0,5150.0
11463,91.0,7.0,5614.0
11464,112.0,11.0,5884.0
11465,85.0,16.0,4900.0
11466,89.0,12.0,4844.0
11467,97.0,8.0,4500.0
11468,94.0,12.0,4696.0
11469,108.0,9.0,4220.0
11470,80.0,27.0,3782.0
11471,86.0,34.0,2968.0
11472,45.0,24.0,2138.0
11473,30.0,7.0,1300.0
11474,25.0,10.0,846.0
11475,17.0,4.0,606.0
11476,18.0,7.0,736.0
11477,35.0,1.0,1166.0
11478,41.0,2.0,1720.0
11479,36.0,8.0,2494.0
11480,55.0,5.0,3418.0
11481,71.0,6.0,4028.0
11482,71.0,15.0,4358.0
11483,72.0,5.0,4136.0
11484,87.0,8.0,4206.0
11485,57.0,2.0,4452.0
11486,64.0,2.0,4566.0
11487,45.0,11.0,4584.0
11488,66.0,4.0,4490.0
11489,64.0,7.0,3672.0
11490,46.0,3.0,3436.0
11491,56.0,4.0,2986.0
11492,44.0,1.0,2116.0
11493,29.0,3.0,1270.0
11494,15.0,0.0,782.0
11495,7.0,0.0,408.0
11496,8.0,0.0,240.0
11497,1.0,1.0,142.0
11498,5.0,0.0,256.0
11499,10.0,1.0,564.0
11500,28.0,1.0,1504.0
11501,39.0,1.0,2886.0
11502,68.0,8.0,3862.0
11503,51.0,4.0,3762.0
11504,73.0,4.0,3550.0
11505,65.0,4.0,3718.0
11506,71.0,1.0,4040.0
11507,97.0,4.0,4200.0
11508,88.0,1.0,4546.0
11509,101.0,1.0,5012.0
11510,88.0,3.0,4548.0
11511,96.0,5.0,4982.0
11512,104.0,5.0,5570.0
11513,93.0,8.0,4038.0
11514,76.0,4.0,3710.0
11515,52.0,5.0,3520.0
11516,33.0,4.0,2812.0
11517,18.0,2.0,1666.0
11518,21.0,3.0,826.0
11519,7.0,1.0,422.0
11520,4.0,0.0,234.0
11521,1.0,0.0,118.0
11522,6.0,0.0,152.0
11523,3.0,2.0,484.0
11524,20.0,0.0,1658.0
11525,64.0,0.0,3236.0
11526,79.0,6.0,4344.0
11527,71.0,5.0,4048.0
11528,89.0,4.0,3952.0
11529,73.0,6.0,4226.0
11530,78.0,7.0,4448.0
11531,73.0,6.0,4276.0
11532,96.0,19.0,4806.0
11533,103.0,15.0,5408.0
11534,97.0,24.0,5284.0
11535,100.0,16.0,6150.0
11536,111.0,8.0,6678.0
11537,111.0,11.0,5038.0
11538,78.0,5.0,4566.0
11539,84.0,6.0,4432.0
11540,81.0,6.0,3906.0
11541,37.0,5.0,2436.0
11542,28.0,4.0,1292.0
11543,11.0,4.0,602.0
11544,9.0,2.0,320.0
11545,6.0,0.0,174.0
11546,8.0,2.0,214.0
11547,9.0,0.0,506.0
11548,21.0,1.0,1594.0
11549,63.0,3.0,3464.0
11550,73.0,4.0,4268.0
11551,69.0,5.0,4070.0
11552,80.0,7.0,4022.0
11553,79.0,2.0,4444.0
11554,88.0,4.0,4838.0
11555,83.0,1.0,4674.0
11556,105.0,6.0,5194.0
11557,97.0,5.0,5538.0
11558,94.0,3.0,5320.0
11559,108.0,5.0,6086.0
11560,112.0,6.0,7026.0
11561,145.0,3.0,5696.0
11562,107.0,5.0,5178.0
11563,82.0,12.0,5210.0
11564,73.0,7.0,4580.0
11565,52.0,14.0,3290.0
11566,40.0,3.0,1718.0
11567,23.0,4.0,848.0
11568,13.0,0.0,502.0
11569,2.0,1.0,232.0
11570,3.0,0.0,304.0
11571,7.0,3.0,572.0
11572,25.0,2.0,1600.0
11573,72.0,3.0,3382.0
11574,70.0,6.0,3988.0
11575,66.0,3.0,4100.0
11576,68.0,6.0,4078.0
11577,67.0,1.0,4390.0
11578,83.0,4.0,4824.0
11579,82.0,5.0,4784.0
11580,92.0,8.0,5176.0
11581,86.0,3.0,5634.0
11582,94.0,5.0,5270.0
11583,85.0,2.0,5990.0
11584,98.0,7.0,6452.0
11585,104.0,18.0,5364.0
11586,113.0,11.0,5200.0
11587,87.0,14.0,5220.0
11588,79.0,5.0,4726.0
11589,60.0,14.0,3544.0
11590,51.0,7.0,2488.0
11591,28.0,5.0,1438.0
11592,13.0,2.0,838.0
11593,14.0,1.0,488.0
11594,11.0,2.0,416.0
11595,7.0,2.0,622.0
11596,27.0,3.0,1410.0
11597,60.0,5.0,2962.0
11598,64.0,5.0,3796.0
11599,67.0,2.0,3776.0
11600,61.0,4.0,4022.0
11601,87.0,6.0,4670.0
11602,62.0,7.0,4658.0
11603,56.0,5.0,4442.0
11604,79.0,13.0,5190.0
11605,84.0,12.0,5320.0
11606,100.0,10.0,5050.0
11607,105.0,12.0,5872.0
11608,120.0,8.0,6310.0
11609,128.0,7.0,6084.0
11610,116.0,11.0,5054.0
11611,91.0,13.0,4896.0
11612,100.0,13.0,5256.0
11613,94.0,13.0,4724.0
11614,114.0,40.0,3566.0
11615,89.0,41.0,2856.0
11616,44.0,35.0,2004.0
11617,21.0,15.0,1162.0
11618,16.0,12.0,702.0
11619,15.0,2.0,398.0
11620,20.0,4.0,720.0
11621,41.0,0.0,1200.0
11622,40.0,2.0,1872.0
11623,34.0,3.0,2802.0
11624,55.0,2.0,3780.0
11625,66.0,8.0,4388.0
11626,67.0,14.0,4978.0
11627,93.0,6.0,5130.0
11628,86.0,13.0,4918.0
11629,90.0,13.0,5106.0
11630,55.0,14.0,5340.0
11631,78.0,11.0,5868.0
11632,96.0,13.0,6300.0
11633,99.0,21.0,5210.0
11634,94.0,8.0,4754.0
11635,86.0,12.0,4852.0
11636,82.0,23.0,4996.0
11637,95.0,25.0,4476.0
11638,109.0,45.0,3896.0
11639,74.0,22.0,2966.0
11640,51.0,14.0,2054.0
11641,29.0,9.0,1250.0
11642,16.0,8.0,790.0
11643,12.0,1.0,464.0
11644,17.0,1.0,736.0
11645,39.0,2.0,1118.0
11646,36.0,7.0,1660.0
11647,43.0,6.0,2362.0
11648,43.0,6.0,2986.0
11649,46.0,4.0,3156.0
11650,55.0,11.0,3482.0
11651,56.0,10.0,3770.0
11652,54.0,11.0,4188.0
11653,64.0,8.0,4152.0
11654,74.0,13.0,4510.0
11655,62.0,7.0,4680.0
11656,58.0,13.0,4684.0
11657,64.0,9.0,3638.0
11658,66.0,3.0,3376.0
11659,45.0,5.0,3150.0
11660,39.0,8.0,2648.0
11661,31.0,6.0,1712.0
11662,11.0,0.0,894.0
11663,12.0,2.0,516.0
11664,5.0,0.0,308.0
11665,3.0,1.0,212.0
11666,4.0,0.0,274.0
11667,8.0,2.0,474.0
11668,14.0,4.0,1348.0
11669,53.0,2.0,2306.0
11670,55.0,4.0,2772.0
11671,72.0,4.0,3140.0
11672,57.0,2.0,3398.0
11673,49.0,0.0,3670.0
11674,66.0,3.0,3916.0
11675,95.0,5.0,4016.0
11676,66.0,2.0,4158.0
11677,68.0,5.0,4450.0
11678,78.0,5.0,4462.0
11679,78.0,2.0,4728.0
11680,65.0,7.0,4894.0
11681,78.0,3.0,4048.0
11682,56.0,3.0,3440.0
11683,39.0,3.0,3322.0
11684,45.0,8.0,2660.0
11685,26.0,4.0,1640.0
11686,17.0,4.0,904.0
11687,4.0,1.0,542.0
11688,7.0,2.0,204.0
11689,4.0,0.0,172.0
11690,0.0,0.0,164.0
11691,10.0,2.0,504.0
11692,19.0,2.0,1498.0
11693,54.0,6.0,3130.0
11694,73.0,7.0,3918.0
11695,71.0,8.0,3930.0
11696,63.0,7.0,3666.0
11697,78.0,1.0,4162.0
11698,88.0,8.0,4526.0
11699,67.0,1.0,4478.0
11700,73.0,4.0,5006.0
11701,106.0,6.0,5270.0
11702,103.0,8.0,5520.0
11703,97.0,11.0,6198.0
11704,95.0,8.0,6508.0
11705,97.0,3.0,5288.0
11706,68.0,5.0,4538.0
11707,62.0,12.0,4434.0
11708,69.0,7.0,3840.0
11709,49.0,8.0,2880.0
11710,52.0,7.0,1628.0
11711,14.0,3.0,692.0
11712,8.0,3.0,364.0
11713,3.0,0.0,204.0
11714,2.0,0.0,232.0
11715,14.0,1.0,512.0
11716,37.0,5.0,1752.0
11717,64.0,6.0,3314.0
11718,76.0,7.0,4220.0
11719,72.0,5.0,4098.0
11720,82.0,2.0,3906.0
11721,77.0,3.0,4342.0
11722,90.0,3.0,4738.0
11723,76.0,6.0,4522.0
11724,90.0,6.0,4944.0
11725,90.0,4.0,5466.0
11726,106.0,7.0,5270.0
11727,115.0,10.0,6202.0
11728,119.0,5.0,6364.0
11729,94.0,7.0,5354.0
11730,80.0,5.0,4716.0
11731,58.0,14.0,4770.0
11732,50.0,3.0,3906.0
11733,57.0,4.0,3210.0
11734,28.0,4.0,1730.0
11735,15.0,3.0,796.0
11736,9.0,1.0,500.0
11737,6.0,0.0,256.0
11738,9.0,0.0,262.0
11739,10.0,3.0,578.0
11740,31.0,2.0,1694.0
11741,65.0,6.0,3428.0
11742,58.0,8.0,4134.0
11743,70.0,5.0,3768.0
11744,63.0,10.0,4030.0
11745,69.0,11.0,4364.0
11746,93.0,13.0,4822.0
11747,86.0,23.0,4892.0
11748,87.0,27.0,5384.0
11749,98.0,22.0,5582.0
11750,87.0,27.0,5550.0
11751,97.0,19.0,6150.0
11752,124.0,35.0,6942.0
11753,114.0,19.0,5740.0
11754,111.0,4.0,5380.0
11755,90.0,3.0,5130.0
11756,84.0,9.0,5210.0
11757,94.0,24.0,3996.0
11758,93.0,17.0,2852.0
11759,50.0,3.0,1966.0
11760,25.0,1.0,1184.0
11761,21.0,0.0,688.0
11762,23.0,1.0,532.0
11763,12.0,4.0,614.0
11764,21.0,2.0,1490.0
11765,67.0,2.0,3174.0
11766,80.0,6.0,3990.0
11767,64.0,5.0,3862.0
11768,59.0,4.0,3888.0
11769,78.0,8.0,4288.0
11770,84.0,11.0,4530.0
11771,70.0,22.0,4462.0
11772,99.0,16.0,5344.0
11773,80.0,18.0,5114.0
11774,78.0,10.0,5038.0
11775,93.0,22.0,5456.0
11776,137.0,22.0,6194.0
11777,158.0,15.0,6042.0
11778,112.0,8.0,4502.0
11779,88.0,10.0,4074.0
11780,76.0,6.0,4580.0
11781,94.0,20.0,3866.0
11782,81.0,17.0,3082.0
11783,65.0,12.0,2426.0
11784,38.0,10.0,1794.0
11785,15.0,15.0,1072.0
11786,16.0,6.0,612.0
11787,10.0,2.0,310.0
11788,19.0,2.0,628.0
11789,39.0,0.0,1118.0
11790,35.0,3.0,1814.0
11791,53.0,2.0,3036.0
11792,50.0,7.0,4076.0
11793,87.0,11.0,5324.0
11794,105.0,20.0,5594.0
11795,98.0,14.0,4894.0
11796,87.0,22.0,4802.0
11797,93.0,17.0,4686.0
11798,80.0,14.0,5080.0
11799,99.0,13.0,5244.0
11800,88.0,11.0,5202.0
11801,88.0,6.0,5060.0
11802,78.0,13.0,3874.0
11803,68.0,9.0,3752.0
11804,84.0,7.0,4052.0
11805,82.0,15.0,3944.0
11806,81.0,28.0,3288.0
11807,71.0,23.0,2578.0
11808,30.0,15.0,1822.0
11809,22.0,2.0,1344.0
11810,18.0,2.0,762.0
11811,12.0,3.0,342.0
11812,16.0,1.0,614.0
11813,21.0,2.0,910.0
11814,37.0,0.0,1598.0
11815,45.0,4.0,2432.0
11816,47.0,4.0,3548.0
11817,67.0,14.0,4432.0
11818,86.0,17.0,4838.0
11819,78.0,15.0,4370.0
11820,61.0,13.0,4578.0
11821,68.0,16.0,4440.0
11822,48.0,22.0,4360.0
11823,63.0,10.0,4564.0
11824,54.0,14.0,4462.0
11825,78.0,8.0,3934.0
11826,50.0,6.0,3346.0
11827,34.0,3.0,2734.0
11828,35.0,6.0,2038.0
11829,23.0,0.0,1338.0
11830,22.0,4.0,764.0
11831,5.0,0.0,436.0
11832,3.0,0.0,222.0
11833,5.0,1.0,160.0
11834,4.0,1.0,226.0
11835,11.0,1.0,568.0
11836,16.0,1.0,1468.0
11837,51.0,2.0,2922.0
11838,61.0,5.0,3708.0
11839,60.0,2.0,3558.0
11840,51.0,2.0,3598.0
11841,61.0,5.0,3802.0
11842,67.0,7.0,4060.0
11843,82.0,6.0,3928.0
11844,61.0,1.0,4516.0
11845,74.0,5.0,4546.0
11846,60.0,4.0,4496.0
11847,69.0,3.0,4998.0
11848,73.0,4.0,5804.0
11849,91.0,5.0,4706.0
11850,55.0,2.0,3892.0
11851,67.0,1.0,3890.0
11852,42.0,7.0,3142.0
11853,32.0,6.0,1896.0
11854,22.0,5.0,952.0
11855,13.0,2.0,446.0
11856,6.0,0.0,222.0
11857,4.0,0.0,126.0
11858,3.0,0.0,172.0
11859,5.0,0.0,518.0
11860,19.0,2.0,1596.0
11861,59.0,1.0,3298.0
11862,59.0,6.0,4094.0
11863,47.0,8.0,3890.0
11864,88.0,5.0,4080.0
11865,84.0,6.0,4344.0
11866,79.0,3.0,4460.0
11867,87.0,3.0,4374.0
11868,90.0,7.0,5010.0
11869,103.0,11.0,5192.0
11870,72.0,8.0,4994.0
11871,94.0,1.0,5930.0
11872,108.0,8.0,6210.0
11873,86.0,5.0,5336.0
11874,74.0,6.0,4456.0
11875,69.0,5.0,4948.0
11876,70.0,4.0,4164.0
11877,49.0,4.0,3076.0
11878,28.0,2.0,1494.0
11879,18.0,2.0,764.0
11880,6.0,1.0,374.0
11881,0.0,2.0,208.0
11882,2.0,1.0,230.0
11883,8.0,2.0,466.0
11884,30.0,1.0,1696.0
11885,49.0,3.0,3336.0
11886,84.0,3.0,4184.0
11887,74.0,3.0,4080.0
11888,75.0,4.0,4120.0
11889,73.0,6.0,4534.0
11890,79.0,5.0,4616.0
11891,75.0,8.0,4624.0
11892,83.0,4.0,5088.0
11893,114.0,3.0,5420.0
11894,101.0,11.0,5316.0
11895,95.0,12.0,6182.0
11896,106.0,7.0,6348.0
11897,95.0,8.0,5736.0
11898,80.0,1.0,4778.0
11899,70.0,5.0,4784.0
11900,71.0,11.0,4718.0
11901,55.0,6.0,3682.0
11902,29.0,5.0,1884.0
11903,11.0,3.0,966.0
11904,8.0,0.0,498.0
11905,9.0,1.0,340.0
11906,4.0,3.0,306.0
11907,10.0,2.0,602.0
11908,19.0,2.0,1636.0
11909,54.0,6.0,3332.0
11910,73.0,10.0,4120.0
11911,74.0,6.0,4022.0
11912,78.0,2.0,4164.0
11913,72.0,3.0,4454.0
11914,67.0,7.0,4962.0
11915,86.0,5.0,4828.0
11916,99.0,5.0,5244.0
11917,99.0,8.0,5608.0
11918,79.0,8.0,5438.0
11919,102.0,9.0,6058.0
11920,115.0,9.0,6774.0
11921,117.0,8.0,5730.0
11922,92.0,6.0,5406.0
11923,83.0,8.0,5508.0
11924,79.0,12.0,4736.0
11925,52.0,13.0,3634.0
11926,55.0,8.0,2620.0
11927,32.0,6.0,1650.0
11928,23.0,5.0,1056.0
11929,12.0,1.0,520.0
11930,10.0,1.0,482.0
11931,10.0,1.0,608.0
11932,22.0,1.0,1432.0
11933,53.0,1.0,2912.0
11934,66.0,7.0,3618.0
11935,68.0,6.0,3612.0
11936,63.0,5.0,4082.0
11937,67.0,3.0,4302.0
11938,84.0,4.0,4602.0
11939,75.0,0.0,4304.0
11940,110.0,8.0,5390.0
11941,60.0,10.0,5536.0
11942,75.0,6.0,5192.0
11943,91.0,8.0,5774.0
11944,139.0,11.0,6868.0
11945,148.0,15.0,6364.0
11946,87.0,4.0,4486.0
11947,76.0,5.0,4466.0
11948,87.0,9.0,4762.0
11949,99.0,19.0,4560.0
11950,87.0,26.0,3646.0
11951,60.0,34.0,2880.0
11952,39.0,26.0,2284.0
11953,31.0,12.0,1564.0
11954,20.0,2.0,824.0
11955,17.0,0.0,508.0
11956,26.0,1.0,736.0
11957,40.0,2.0,1264.0
11958,45.0,1.0,1816.0
11959,42.0,4.0,2912.0
11960,45.0,4.0,3800.0
11961,66.0,5.0,4640.0
11962,87.0,6.0,4892.0
11963,79.0,2.0,4918.0
11964,91.0,9.0,4898.0
11965,79.0,17.0,5390.0
11966,101.0,16.0,5294.0
11967,77.0,18.0,5166.0
11968,99.0,15.0,5568.0
11969,119.0,16.0,5398.0
11970,91.0,8.0,3988.0
11971,73.0,9.0,4082.0
11972,97.0,15.0,4464.0
11973,102.0,19.0,4278.0
11974,89.0,25.0,3384.0
11975,62.0,18.0,2614.0
11976,39.0,17.0,2142.0
11977,37.0,13.0,1408.0
11978,17.0,3.0,832.0
11979,14.0,2.0,470.0
11980,16.0,1.0,726.0
11981,25.0,4.0,1240.0
